0,0,0.449,0,7869,56.778,381.1306948776717
1,1,0.577,0.475,7827,44.743,354.06969204941447
2,2,0.333,0.452,3036,82.699,392.3597279275952
3,3,0.107,0.611,-86,87.483,328.80210412690553
4,4,0.497,0.551,6249,32.161,337.94629485015895
5,5,0.224,0.197,7378,63.345,375.57158216760877
6,6,0.653,0.393,7584,68.118,388.39545073936114
7,7,0.337,0.669,-134,90.793,359.6790267956241
8,8,0.694,0.33,8623,47.414,353.244006144528
9,9,0.27,0.668,0,49.779,324.14106839420896
10,10,0.434,0.261,7252,45.958,368.3658795575437
11,11,0.112,0.436,3180,42.59,312.3575562317004
12,12,0.259,0.477,967,48.141,330.77912180137724
13,13,0.738,0.89,0,72.614,373.93170579325783
14,14,0.399,0.264,12708,34.578,346.3321642739119
15,15,0.171,0.273,4435,63.75,354.071344129171
16,16,0.384,0.619,2475,42.511,331.257138636097
17,17,0.391,0.677,-146,66.693,346.5627479429825
18,18,0.467,0.243,9139,40.467,354.66338876774563
19,19,0.199,0.382,5937,49.502,337.634421499788
20,20,1,0.976,5225,19.714,331.70730923755957
21,21,0.199,0.502,2162,24.504,286.0984596850373
22,22,0.659,0.726,3105,79.53,391.0502771262101
23,23,0.473,0.516,5468,67.961,367.37230578082216
24,24,0.51,0.595,4029,20.142,316.79393314243947
25,25,0.508,0.827,5884,86.899,368.93177906884824
26,26,0.211,0.655,0,43.425,298.8017346689395
27,27,0.107,0.666,0,97.446,343.6491254216032
28,28,0.454,0.932,-169,66.378,319.91091220631495
29,29,0.588,0.42,8398,75.003,383.26451193659557
30,30,0.177,0.418,1759,56.181,341.61107032412934
31,31,0.242,0.562,0,75.421,346.29248158063865
32,32,0.448,1,-185,47.84,294.43814057013043
33,33,0.197,0.662,-157,47.324,308.76557886536307
34,34,0.643,0.423,7339,65.706,383.74984972512783
35,35,0.598,0.493,6260,78.828,385.77237419300025
36,36,0.318,0.526,-105,59.783,354.02658670989615
37,37,0.142,0.545,-44,39.527,298.672321038593
38,38,0.443,0.361,8006,73.391,386.9435354085632
39,39,0.506,0.525,4372,100,411.530561098615
40,40,0.372,0.335,7271,53.835,365.45135779974055
41,41,0.285,0.842,-64,21.194,276.9180643501794
42,42,0.479,0.671,-5,15.478,319.06999922359535
43,43,0.373,0.651,6775,91.344,371.82500184511275
44,44,0.329,0.441,2215,46.589,345.2656100665056
45,45,0.075,0.344,-231,22.68,294.9048508591086
46,46,0.399,0.614,5491,59.929,360.5156646771942
47,47,0.547,0.872,-172,69.629,354.81228211385275
48,48,0.57,0.315,9999,66.557,378.5737785488763
49,49,0.191,0.674,-124,49.333,307.41035453031236
50,50,0.535,0.223,7809,22.895,347.1795976266741
51,51,0.727,0.441,11444,36.76,343.7384086515405
52,52,0.625,0.612,7710,51.607,358.53574720174265
53,53,0.231,0.58,-159,17.551,292.3412039260129
54,54,0.574,0.429,7292,92.253,409.72395119975414
55,55,0,0.515,-81,76.059,322.83220977219645
56,56,0.448,0.554,3111,91.758,386.05218353089106
57,57,0.461,0.876,-63,60.291,307.37315820025816
58,58,0.523,0.628,255,75.174,360.1579976172179
59,59,0.285,0.862,-179,97.513,340.1256453641263
60,60,0.715,0.715,6110,46.092,350.29558154885274
61,61,0.516,0.581,4451,62.14,356.96064506195574
62,62,0.526,0.663,-9,87.984,372.69313638636305
63,63,0.271,0.691,-62,47.269,299.9374938248949
64,64,0.479,0.604,601,42.335,323.25279897552116
65,65,0.472,0.942,-4,56.891,322.1631427564867
66,66,0.63,0.317,8443,83.299,400.11120749216434
67,67,0.387,0.621,2159,58.984,346.9350811399001
68,68,0.573,0.034,8167,51.172,364.7259899134272
69,69,0.337,0.8,-134,84.908,344.44407411162325
70,70,0.404,0.51,4719,74.213,383.32220030383587
71,71,0.395,0.477,4284,63.416,358.9132510082315
72,72,0.675,0.868,1520,44.655,333.88483725752553
73,73,0.518,0.855,-45,0,281.6626985559424
74,74,0.382,0.067,8751,48.478,358.5345923601576
75,75,0.608,0.495,9356,65.285,378.2056307863845
76,76,0.395,0.515,6703,67.432,373.94235604929446
77,77,0.438,0.571,0,67.244,363.94425728185047
78,78,0.589,0.567,0,70.186,351.1799351332848
79,79,0.496,0.767,-27,18.312,273.7031306520107
80,80,0.408,0.595,-201,92.143,386.28756881331157
81,81,0.49,0.399,7161,27.076,348.4483543984974
82,82,0.615,0.832,-163,42.739,328.54579652265653
83,83,0.398,0.327,6581,47.193,358.8017427547451
84,84,0.375,0.521,3438,38.33,335.63839623182605
85,85,0.336,0.238,10041,73.824,399.29793315648976
86,86,0.38,0.504,1852,61.944,354.59723506902503
87,87,0.629,0.577,7231,41.27,347.7771162219887
88,88,0.539,0.419,6111,51.909,367.80833246226666
89,89,0.343,0.549,1366,71.457,367.5602200964292
90,90,0.645,0.341,9010,86.451,401.6272395655195
91,91,0.499,0.793,242,72.647,343.88206835259564
92,92,0.589,0.755,4623,59.143,353.70136641700805
93,93,0.538,0.613,5931,22.324,326.92251386884436
94,94,0.339,0.267,8597,53.519,370.73252525681926
95,95,0.647,0.541,9883,67.972,371.6999342506643
96,96,0.569,0.622,1733,75.692,377.52683035172413
97,97,0.516,0.762,-40,26.219,301.61818763649984
98,98,0.334,0.501,3011,66.661,367.08967309122494
99,99,0.41,0.189,9317,43.605,360.305887283767
100,100,1,0.679,6181,48.255,359.2917040890303
101,101,0.584,0.573,6693,39.081,349.30353542191966
102,102,0.39,0.333,8210,32.198,352.93784800147904
103,103,0.637,0.331,8724,27.546,350.71701239536526
104,104,0.693,0.342,8690,68.767,384.1704799138107
105,105,0.398,0.413,6395,86.9,400.88332961732397
106,106,0.419,0.567,3790,73.333,365.877574318218
107,107,0.569,0.835,-105,60.799,356.2882082788039
108,108,0.807,0.819,6323,21.713,314.2063734582414
109,109,0.493,0.722,-125,46.81,312.3696025248684
110,110,0.466,0.505,6479,48.415,352.20770429631716
111,111,0.419,0.367,7735,65.961,374.52924411677947
112,112,0.496,0.402,8226,61.64,376.0862651876576
113,113,0.26,0.175,6395,35.19,341.7528002962849
114,114,0.415,0.582,-103,50.182,323.05210357959453
115,115,0.711,0.792,5005,69.117,362.28926631590764
116,116,0.337,0.493,2535,77.044,369.1400972354417
117,117,0.49,0.233,7609,62.913,381.26863361944265
118,118,0.85,0.866,4895,39.996,337.5347077265633
119,119,0.538,0.42,9013,61.327,372.71940361140935
120,120,0.371,0.495,5223,45.2,334.9616960903747
121,121,0.762,0.417,7506,60.232,374.72621919359455
122,122,0.469,0.465,6815,64.793,359.5047803865334
123,123,0.476,0.186,8169,40.823,342.22970236523423
124,124,0.761,0.288,7810,59.349,369.01406345082864
125,125,0.414,0.419,6790,96.786,401.10973092136635
126,126,0.451,0.363,7393,34.809,345.66757874901685
127,127,0,0.749,-174,52.565,290.9778142001846
128,128,0.643,0.821,4814,80.861,369.9069902840893
129,129,0.327,0.584,668,46.132,325.5663135001945
130,130,0.571,0.458,10145,62.294,375.8296218066478
131,131,0.456,0.717,-46,85.929,345.7756534384246
132,132,0.742,0.057,8125,65.219,374.95085753040865
133,133,0.485,0.833,-89,41.375,297.171343042792
134,134,0.555,0.344,9338,58.031,361.54271808338865
135,135,0.671,0.28,9519,72.91,380.6553841115893
136,136,0.475,0.708,3365,92.485,377.6894473834458
137,137,0.777,1,0,73.517,347.9375108634049
138,138,0.233,0.623,-85,53.674,319.4589700946013
139,139,0.724,0.315,10225,25.747,345.0639354677581
140,140,0.389,0.174,10393,27.961,323.69708419169785
141,141,0.634,0.432,9423,42.835,337.5205596739872
142,142,0.454,0.273,6540,60.855,367.63911791177424
143,143,0.624,0.499,8855,64.175,372.35720463989736
144,144,0.243,0.663,0,68.96,319.16344925347835
145,145,0.541,0.541,6825,58.1,364.6777470288861
146,146,0.494,0.791,-20,59.149,331.4217031357895
147,147,0.64,0.445,10076,55.373,361.76357018930156
148,148,0.592,0.643,4376,53.03,352.75556816446255
149,149,0.695,0.669,5031,67.737,361.52741007235807
150,150,0.666,0.68,4492,34.456,335.3760667871957
151,151,0.537,0.717,-3,42.462,308.02542304771475
152,152,0.713,0.755,7448,43.635,358.5281196128255
153,153,0.535,0.744,952,16.929,307.9956287840639
154,154,0.779,0.233,11545,0,306.8898013007379
155,155,0.506,0.471,7302,81.24,395.6820526096624
156,156,0.682,0.427,7782,64.93,377.18722028914823
157,157,0.63,0.383,10172,62.348,379.63837345430375
158,158,0.247,0.408,3145,48.623,338.63342700032973
159,159,0.544,0.285,10503,76.767,396.8240032594148
160,160,0.305,0.772,-189,38.421,289.5932784473343
161,161,0.572,0.58,7296,28.471,342.09687531985617
162,162,0.504,0.349,11578,78.932,387.08729593972294
163,163,0.409,0.352,4985,52.372,357.37534157277344
164,164,0.768,0.548,7259,54.241,376.2129760407484
165,165,0.9,0.45,9676,54.356,351.87154712934966
166,166,0.377,0.168,12798,59.081,372.6334674437103
167,167,0.349,0.49,3247,100,398.6538059739372
168,168,0.437,0.472,6057,28.239,338.8167589224857
169,169,0.368,0.891,-173,42.929,307.15254350812927
170,170,0.691,0.327,6356,64.109,372.5955405777389
171,171,0.515,0.41,8513,71.388,385.0928499014956
172,172,0.601,0.652,4853,56.562,346.29915819562615
173,173,0.398,0,9774,59.838,380.8689490037797
174,174,0.555,0.646,167,32.586,320.420508018594
175,175,0.319,0.34,8079,59.739,360.0164124214785
176,176,0.625,0.803,2471,28.991,315.3240120578468
177,177,0.407,0.379,7228,44.517,360.2887647753628
178,178,0.417,0.615,2631,91.517,375.3639302917423
179,179,0.676,0.612,8036,13.026,327.93501973536104
180,180,0.448,0.35,7573,63.773,374.48249323982157
181,181,0.597,0.615,7246,42.14,352.6691731624467
182,182,0.551,0.744,-136,70.476,368.17525179909694
183,183,0.603,0.474,9895,58.223,360.5376913601137
184,184,0.506,0.224,5967,73.843,378.47446031199763
185,185,0.718,0.81,2083,68.139,348.6471251653638
186,186,0.684,0.786,1158,53.737,350.77979707107977
187,187,0.341,0.479,-23,44.738,340.9295264208671
188,188,0.639,0.815,522,40.584,340.08059513662926
189,189,0.636,0.91,-93,48.71,329.3616030714889
190,190,0.32,0.774,-155,73.038,323.66328903674685
191,191,0.245,0.284,3369,63.943,376.6849354950528
192,192,0.151,0.647,-73,59.165,318.87016631395284
193,193,0.583,0.683,3193,70.701,368.0617461205148
194,194,0.456,0.422,8002,58.791,374.0119171411759
195,195,0.181,0.374,1543,43.15,326.1088364299209
196,196,0.321,0.533,4418,75.153,354.55449555590917
197,197,0.529,0.554,4799,84.709,383.428449906955
198,198,0.589,0.591,7333,32.738,329.0445629317989
199,199,0.496,0.607,1540,42.375,339.84119224291095
200,200,0.443,0.254,9198,63.422,376.3186196797567
201,201,0.78,0.46,9117,73.28,396.86715651691554
202,202,0.421,0.439,7582,4.209,305.69643264394693
203,203,0.601,0.637,6146,54.291,367.8215318804194
204,204,0.506,0.434,8880,45.867,361.8333836732412
205,205,0.72,0.711,6277,40.686,341.09008832120475
